Cust #,Customer Name,Media #,Media Identifier,CreatedDate,Status,Logical Vault,DRP,Rtn-date,MT,CONT/OM,Slot #,Date In,Date Out,Generation,Description                                                   
U092,"KLDiscovery Limited","000002L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-10-000309,31/08/2016,,,
U092,"KLDiscovery Limited","000004L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-04-000156,12/08/2021,,,000004L3
U092,"KLDiscovery Limited","000005L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-05-000186,02/09/2021,,,000005L3
U092,"KLDiscovery Limited","000006L3",,17/11/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-05-000138,18/03/2021,,,000006L3
U092,"KLDiscovery Limited","000007L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-03-000084,31/08/2016,,,
U092,"KLDiscovery Limited","000008L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-15-000459,31/08/2016,,,
U092,"KLDiscovery Limited","000009L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000010L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-09-000288,01/09/2016,,,
U092,"KLDiscovery Limited","000011L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-18-000564,25/02/2021,,,000011L3
U092,"KLDiscovery Limited","000012L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-14-000445,01/09/2016,,,
U092,"KLDiscovery Limited","000014L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000015L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-15-000475,01/09/2016,,,
U092,"KLDiscovery Limited","000016L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000019L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-05-000151,31/08/2016,,,
U092,"KLDiscovery Limited","000021L3",,01/09/2016,Delivered,"DLT/LTO",,01/12/2016,"T -DLT / TK80",OPENMEDIA,,01/09/2016,01/12/2016,,
U092,"KLDiscovery Limited","000022L3",,31/08/2016,Delivered,"DLT/LTO",,25/10/2018,"T -DLT / TK80",OPENMEDIA,,31/08/2016,25/10/2018,,
U092,"KLDiscovery Limited","000023L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-14-000433,01/09/2016,,,
U092,"KLDiscovery Limited","000024L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-14-000422,05/08/2021,,,000024L3
U092,"KLDiscovery Limited","000026L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-15-000479,31/08/2016,,,
U092,"KLDiscovery Limited","000027L3",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-15-000470,05/08/2021,,,000027L3
U092,"KLDiscovery Limited","000030L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-03-000091,12/08/2021,,,000030L3
U092,"KLDiscovery Limited","000031L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-12-000353,05/08/2021,,,000031L3
U092,"KLDiscovery Limited","000031L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000032L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000033L3",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000033L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000034L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000035L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000037L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-17-000520,31/08/2016,,,
U092,"KLDiscovery Limited","000039L3",,31/08/2016,Delivered,"DLT/LTO",,01/12/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,01/12/2016,,
U092,"KLDiscovery Limited","000040L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-03-000067,05/08/2021,,,000040L3
U092,"KLDiscovery Limited","000042L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000045L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000046L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000047L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-02-000060,31/08/2016,,,
U092,"KLDiscovery Limited","000048L3",,01/09/2016,Delivered,"DLT/LTO",,01/12/2016,"T -DLT / TK80",OPENMEDIA,,01/09/2016,01/12/2016,,
U092,"KLDiscovery Limited","000050L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000051L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000052L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000053L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000058L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-16-000489,22/04/2021,,,000058L3
U092,"KLDiscovery Limited","000059L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-09-000273,01/09/2016,,,
U092,"KLDiscovery Limited","000060L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000061L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-03-000096,05/08/2021,,,000061L3
U092,"KLDiscovery Limited","000062L3",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-05-000157,05/08/2021,,,000062L3
U092,"KLDiscovery Limited","000063L3",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-10-000293,05/08/2021,,,000063L3
U092,"KLDiscovery Limited","000064L3",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-09-000277,05/08/2021,,,000064L3
U092,"KLDiscovery Limited","000065L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-04-000119,05/08/2021,,,000065L3
U092,"KLDiscovery Limited","000066L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000067L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-10-000308,31/08/2016,,,
U092,"KLDiscovery Limited","000069L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-15-000460,05/08/2021,,,000069L3
U092,"KLDiscovery Limited","000070L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-04-000109,31/08/2016,,,
U092,"KLDiscovery Limited","000073L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-03-000094,05/08/2021,,,
U092,"KLDiscovery Limited","000073L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000074L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-02-000045,05/08/2021,,,000074L3
U092,"KLDiscovery Limited","000074L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000075L3",,13/07/2017,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,13/07/2017,13/07/2017,,
U092,"KLDiscovery Limited","000076L3",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-10-000316,05/08/2021,,,000076L3
U092,"KLDiscovery Limited","000076L4",,01/09/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/10/2016,,
U092,"KLDiscovery Limited","000077L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-10-000315,05/08/2021,,,000077L3
U092,"KLDiscovery Limited","000078L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-005-13-000405,05/08/2021,,,000078L3
U092,"KLDiscovery Limited","000078L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000079L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000080L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000082L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-16-000507,19/08/2021,,,000082L3
U092,"KLDiscovery Limited","000085L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-12-000368,15/07/2021,,,000085L3
U092,"KLDiscovery Limited","000086L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-04-000117,01/09/2016,,,
U092,"KLDiscovery Limited","000088L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-06-000238,22/07/2021,,,000088L3
U092,"KLDiscovery Limited","000090L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000091L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000092L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000097L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-18-000546,31/08/2016,,,
U092,"KLDiscovery Limited","000100L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000101L3",,25/02/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-08-000242,25/02/2021,,,000101L3
U092,"KLDiscovery Limited","000103L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000104L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000106L3",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-11-000348,05/08/2021,,,000106L3
U092,"KLDiscovery Limited","000106L5",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-12-000353,05/08/2021,,,000106L5
U092,"KLDiscovery Limited","000107L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000108L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000109L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-03-000083,31/08/2016,,,
U092,"KLDiscovery Limited","000110L5",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-11-000434,29/01/2020,,,
U092,"KLDiscovery Limited","000111L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-10-000320,05/08/2021,,,000111L3
U092,"KLDiscovery Limited","000111L5",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-12-000379,05/08/2021,,,000111L5
U092,"KLDiscovery Limited","000114L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000115L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-08-000225,01/09/2016,,,
U092,"KLDiscovery Limited","000116L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000117L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-02-000045,01/09/2016,,,
U092,"KLDiscovery Limited","000118L3",,31/08/2016,Delivered,"DLT/LTO",,12/01/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,12/01/2017,,
U092,"KLDiscovery Limited","000119L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000121L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000122L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000124L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000126L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000128L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000129L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-10-000296,05/08/2021,,,000129L3
U092,"KLDiscovery Limited","000129L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000130L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000131L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000132L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000133L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000135L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-11-000341,31/08/2016,,,
U092,"KLDiscovery Limited","000136L3",,31/08/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/07/2017,,
U092,"KLDiscovery Limited","000137L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000138L3",,01/09/2016,Delivered,"DLT/LTO",,13/07/2017,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/07/2017,,
U092,"KLDiscovery Limited","000139L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-14-000443,05/08/2021,,,000139L3
U092,"KLDiscovery Limited","000141L4",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-14-000523,29/01/2020,,,
U092,"KLDiscovery Limited","000142L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-10-000317,05/08/2021,,,000142L3
U092,"KLDiscovery Limited","000142L4",,24/11/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-02-000034,24/11/2016,,,000142L4
U092,"KLDiscovery Limited","000143L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-02-000047,05/08/2021,,,000143L3
U092,"KLDiscovery Limited","000143L4",,01/12/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-03-000087,01/12/2016,,,000143L4
U092,"KLDiscovery Limited","000144L3",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-04-000102,05/08/2021,,,000144L3
U092,"KLDiscovery Limited","000144L4",,24/11/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-01-000021,24/11/2016,,,000144L4
U092,"KLDiscovery Limited","000145L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-06-000166,05/08/2021,,,000145L3
U092,"KLDiscovery Limited","000145L4",,24/11/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-02-000045,24/11/2016,,,000145L4
U092,"KLDiscovery Limited","000146L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-001-07-000201,05/08/2021,,,000146L3
U092,"KLDiscovery Limited","000146L4",,01/09/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/10/2016,,
U092,"KLDiscovery Limited","000147L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-13-000397,05/08/2021,,,000147L3
U092,"KLDiscovery Limited","000147L4",,01/09/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/10/2016,,
U092,"KLDiscovery Limited","000148L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-13-000401,05/08/2021,,,000148L3
U092,"KLDiscovery Limited","000148L4",,01/09/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/10/2016,,
U092,"KLDiscovery Limited","000150L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-07-000267,29/01/2020,,,
U092,"KLDiscovery Limited","000151L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-13-000400,05/08/2021,,,000151L3
U092,"KLDiscovery Limited","000152L3",,05/08/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-13-000399,05/08/2021,,,000152L3
U092,"KLDiscovery Limited","000153L4",,11/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-02-000044,11/08/2016,,,
U092,"KLDiscovery Limited","000154L4",,11/08/2016,Delivered,"DLT/LTO",,18/04/2019,"T -DLT / TK80",OPENMEDIA,,11/08/2016,18/04/2019,,000154L4
U092,"KLDiscovery Limited","000155L4",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-13-000403,05/08/2021,,,000155L4
U092,"KLDiscovery Limited","000156L4",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-11-000432,22/07/2021,,,000156L4
U092,"KLDiscovery Limited","000157L3",,01/09/2016,Delivered,"DLT/LTO",,01/12/2016,"T -DLT / TK80",OPENMEDIA,,01/09/2016,01/12/2016,,
U092,"KLDiscovery Limited","000158L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-12-000381,05/08/2021,,,000158L3
U092,"KLDiscovery Limited","000158L4",,31/08/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,31/08/2016,13/10/2016,,
U092,"KLDiscovery Limited","000159L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-13-000398,05/08/2021,,,000159L3
U092,"KLDiscovery Limited","000159L4",,01/09/2016,Delivered,"DLT/LTO",,13/10/2016,"T -DLT / TK80",OPENMEDIA,,01/09/2016,13/10/2016,,
U092,"KLDiscovery Limited","000162L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-14-000423,29/07/2021,,,000162L3
U092,"KLDiscovery Limited","000163L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-003-03-000080,31/08/2016,,,
U092,"KLDiscovery Limited","000165L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-02-000041,12/08/2021,,,000165L3
U092,"KLDiscovery Limited","000166L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-15-000473,19/08/2021,,,000166L3
U092,"KLDiscovery Limited","000167L3",,31/08/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-16-000494,31/08/2016,,,
U092,"KLDiscovery Limited","000169L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-01-000019,02/09/2021,,,000169L3
U092,"KLDiscovery Limited","000172L3",,01/09/2016,Delivered,"DLT/LTO",,25/10/2018,"T -DLT / TK80",OPENMEDIA,,01/09/2016,25/10/2018,,
U092,"KLDiscovery Limited","000175L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-16-000502,19/08/2021,,,000175L3
U092,"KLDiscovery Limited","000177L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-16-000501,19/08/2021,,,000177L3
U092,"KLDiscovery Limited","000178L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-15-000469,05/08/2021,,,000178L3
U092,"KLDiscovery Limited","000180L3",,25/02/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-08-000236,25/02/2021,,,000180L3
U092,"KLDiscovery Limited","000181L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-06-000215,22/07/2021,,,000181L3
U092,"KLDiscovery Limited","000184L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-02-000054,12/08/2021,,,000184L3
U092,"KLDiscovery Limited","000186L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-02-000067,12/08/2021,,,000186L3
U092,"KLDiscovery Limited","000187L3",,01/09/2016,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,01-040-002-01-000027,01/09/2016,,,
U092,"KLDiscovery Limited","000188L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,15-029-003-06-000216,22/07/2021,,,000188L3
U092,"KLDiscovery Limited","000193L3",,29/01/2020,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-16-000493,19/08/2021,,,000193L3
U092,"KLDiscovery Limited","009075L3",,01/09/2016,Delivered,"DLT/LTO",,28/08/2019,"T -DLT / TK80",OPENMEDIA,,01/09/2016,28/08/2019,,
U092,"KLDiscovery Limited","010213",,19/03/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-10-000307,19/03/2021,,,
U092,"KLDiscovery Limited","010415",,19/03/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-05-000148,19/03/2021,,,
U092,"KLDiscovery Limited","010715",,19/03/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-05-000131,19/03/2021,,,
U092,"KLDiscovery Limited","011014",,19/03/2021,At Iron Mountain,"DLT/LTO",,,"T -DLT / TK80",OPENMEDIA,02-053-003-06-000191,19/03/2021,,,
